t,cell_id,z,y,x,volume
184,484,20.0,137.0,335.0,75.0
184,485,24.0,122.0,361.0,75.0
184,487,24.0,157.0,407.0,75.0
184,488,26.0,156.0,445.0,75.0
184,491,23.0,125.0,393.0,75.0
184,492,24.0,121.0,431.0,75.0
184,494,23.0,123.0,455.0,75.0
184,495,23.0,140.0,491.0,75.0
184,499,25.0,148.0,478.0,75.0
184,500,23.0,161.0,512.0,75.0
184,502,24.0,199.0,531.0,75.0
184,503,26.0,225.0,543.0,75.0
184,506,25.0,186.0,450.0,75.0
184,507,24.0,191.0,494.0,75.0
184,509,25.153846153846153,237.0,506.2307692307692,65.0
184,510,25.0,252.0,536.0,75.0
184,518,16.0,270.0,136.0,75.0
184,519,13.0,269.0,169.0,75.0
184,521,12.0,308.0,209.0,75.0
184,522,11.0,298.0,256.0,75.0
184,525,14.0,287.0,208.0,75.0
184,526,14.0,275.0,253.0,75.0
184,527,14.0,260.0,285.0,75.0
184,533,19.0,291.0,281.0,75.0
184,534,18.0,290.0,319.0,75.0
184,536,21.0,283.0,321.0,75.0
184,537,21.0,292.0,358.0,75.0
184,539,23.0,292.0,394.0,75.0
184,540,22.0,348.0,392.0,75.0
184,545,18.0,325.0,162.0,75.0
184,546,17.0,333.0,204.0,75.0
184,547,19.0,355.0,256.0,75.0
184,552,17.0,368.0,215.0,75.0
184,553,15.0,343.0,258.0,75.0
184,554,12.0,344.0,273.0,75.0
184,559,17.0,337.0,304.0,75.0
184,560,18.0,358.0,345.0,75.0
184,562,15.0,372.0,310.0,75.0
184,563,12.0,356.0,367.0,75.0
184,569,16.0,232.0,155.0,75.0
184,570,15.0,220.0,191.0,75.0
184,572,12.0,240.0,209.0,75.0
184,573,11.0,249.0,258.0,75.0
184,576,16.0,216.0,225.0,75.0
184,577,14.0,221.0,268.0,75.0
184,578,13.0,202.0,321.0,75.0
184,582,20.0,234.0,294.0,75.0
184,583,18.0,237.0,326.0,75.0
184,585,23.0,253.0,344.0,75.0
184,586,20.0,242.0,377.0,75.0
184,588,22.0,229.0,399.0,75.0
184,589,22.0,259.0,427.0,75.0
184,594,20.0,203.0,190.0,75.0
184,595,19.0,206.0,234.0,75.0
184,596,20.0,179.0,264.0,75.0
184,599,18.0,159.0,227.0,75.0
184,600,17.0,178.0,279.0,75.0
184,601,13.0,180.0,295.0,75.0
184,604,19.0,187.0,318.0,75.0
184,605,19.0,170.0,359.0,75.0
184,607,15.0,157.0,336.0,75.0
184,608,12.0,159.0,363.0,75.0
184,613,13.0,302.0,300.0,75.0
184,614,12.0,274.0,361.0,75.0
184,616,15.0,318.0,345.0,75.0
184,617,13.0,291.0,405.0,75.0
184,620,12.0,236.0,305.0,75.0
184,621,11.0,232.0,388.0,75.0
184,623,16.0,220.0,354.0,75.0
184,624,15.0,233.0,425.0,75.0
184,628,10.0,271.0,419.0,75.0
184,629,13.0,289.0,468.0,75.0
184,631,12.0,281.0,515.0,75.0
184,632,18.0,282.0,543.0,75.0
184,635,13.0,190.0,397.0,75.0
184,636,12.0,191.0,444.0,75.0
184,638,12.0,220.0,470.0,75.0
184,639,16.0,230.0,519.0,75.0
184,646,7.0,298.0,486.0,75.0
184,647,8.0,294.0,537.0,75.0
184,649,10.0,281.0,571.0,75.0
184,650,13.0,307.0,587.0,75.0
184,652,24.0,286.0,578.0,75.0
184,654,21.0,306.0,603.0,75.0
184,655,26.0,295.0,571.0,75.0
184,658,20.0,327.0,437.0,75.0
184,661,21.0,310.0,491.0,75.0
184,666,16.0,338.0,487.0,75.0
184,667,16.0,328.0,516.0,75.0
184,669,20.0,330.0,537.0,75.0
184,670,24.0,291.0,518.0,75.0
184,675,7.0,227.0,431.0,75.0
184,676,8.0,216.0,504.0,75.0
184,678,9.0,226.0,536.0,75.0
184,679,12.0,227.0,577.0,75.0
184,682,18.0,288.0,609.0,75.0
184,683,15.0,235.0,598.0,75.0
184,685,21.0,247.0,606.0,75.0
184,686,26.0,254.0,578.0,75.0
184,690,20.0,181.0,432.0,75.0
184,691,23.0,230.0,464.0,75.0
184,693,19.0,188.0,480.0,75.0
184,694,23.0,237.0,503.0,75.0
184,697,15.0,173.0,496.0,75.0
184,698,19.0,188.0,525.0,75.0
184,700,18.0,203.0,561.0,75.0
184,701,22.0,243.0,547.0,75.0
184,706,15.0,370.0,380.0,75.0
184,707,17.0,362.0,417.0,75.0
184,709,14.0,365.0,419.0,75.0
184,710,13.0,337.0,453.0,75.0
184,713,16.0,152.0,373.0,75.0
184,714,19.0,165.0,400.0,75.0
184,716,17.0,136.0,431.0,75.0
184,717,15.0,150.0,454.0,75.0
184,719,19.0,258.0,448.0,75.0
184,720,19.0,309.0,384.0,75.0
185,8,20.0,328.0,130.0,75.0
185,9,21.0,356.0,161.0,75.0
185,11,20.0,298.0,123.0,75.0
185,12,19.0,237.0,117.0,75.0
185,15,17.119402985074625,308.94029850746267,121.82089552238806,67.0
185,16,16.0,267.0,107.0,75.0
185,18,16.0,225.0,114.0,75.0
185,19,18.0,197.0,137.0,75.0
185,23,21.0,201.0,133.0,75.0
185,24,24.0,187.0,169.0,75.0
185,26,21.0,163.0,168.0,75.0
185,27,20.0,151.0,201.0,75.0
185,30,18.0,173.0,147.0,75.0
185,31,17.0,159.0,169.0,75.0
185,33,15.0,184.0,152.0,75.0
185,34,13.0,161.0,175.0,75.0
185,39,15.0,310.0,125.0,75.0
185,40,12.0,315.0,143.0,75.0
185,42,14.0,340.0,137.0,75.0
185,43,13.0,352.0,164.0,75.0
185,46,10.0,267.0,151.0,75.0
185,47,9.0,313.0,174.0,75.0
185,49,10.0,338.0,208.0,75.0
185,50,9.0,349.0,253.0,75.0
185,54,15.0,250.0,109.0,75.0
185,55,12.0,271.0,127.0,75.0
185,57,13.0,223.0,125.0,75.0
185,58,13.0,191.0,144.0,75.0
185,61,11.0,235.0,153.0,75.0
185,62,11.0,204.0,177.0,75.0
185,64,11.0,186.0,210.0,75.0
185,65,10.0,183.0,254.0,75.0
185,71,25.0,290.0,166.0,75.0
185,72,25.0,293.0,211.0,75.0
185,74,23.0,282.0,211.0,75.0
185,75,20.0,306.0,235.0,75.0
185,78,23.0,289.0,157.0,75.0
185,79,23.0,322.0,182.0,75.0
185,81,24.0,361.0,180.0,75.0
185,82,22.0,346.0,220.0,75.0
185,86,26.0,339.0,211.0,75.0
185,87,25.0,322.0,236.0,75.0
185,89,26.0,357.0,262.0,75.0
185,90,24.0,349.0,296.0,75.0
185,93,25.0,288.0,244.0,75.0
185,94,22.0,318.0,277.0,75.0
185,96,24.0,307.0,281.0,75.0
185,97,23.0,299.0,307.0,75.0
185,102,18.0,349.0,132.0,75.0
185,103,16.0,369.0,161.0,75.0
185,105,19.0,378.0,164.0,75.0
185,106,18.0,394.0,194.0,75.0
185,109,22.0,382.0,216.0,75.0
185,110,25.0,382.0,236.0,75.0
185,112,23.0,379.0,259.0,75.0
185,113,23.0,388.0,295.0,75.0
185,117,15.0,394.0,179.0,75.0
185,118,13.0,401.0,199.0,75.0
185,120,16.0,409.0,221.0,75.0
185,121,12.0,415.0,240.0,75.0
185,124,12.0,362.0,198.0,75.0
185,125,11.0,382.0,230.0,75.0
185,127,13.0,394.0,259.0,75.0
185,128,12.0,396.0,296.0,75.0
185,135,23.0,265.0,130.0,75.0
185,136,23.0,220.0,155.0,75.0
185,138,19.0,260.0,145.0,75.0
185,139,16.0,274.0,176.0,75.0
185,142,22.0,251.0,157.0,75.0
185,143,23.0,240.0,192.0,75.0
185,145,25.0,209.0,195.0,75.0
185,146,24.0,201.0,233.0,75.0
185,150,20.0,283.0,170.0,75.0
185,151,19.0,279.0,203.0,75.0
185,153,18.0,300.0,236.0,75.0
185,154,15.0,306.0,276.0,75.0
185,157,18.0,232.0,179.0,75.0
185,158,19.0,244.0,215.0,75.0
185,160,19.0,241.0,256.0,75.0
185,161,17.0,211.0,299.0,75.0
185,166,26.0,254.0,217.0,75.0
185,167,26.0,222.0,243.0,75.0
185,169,23.0,241.0,234.0,75.0
185,170,22.0,260.0,261.0,75.0
185,173,25.0,259.0,265.0,75.0
185,174,25.0,266.0,305.0,75.0
185,176,23.0,229.0,289.0,75.0
185,177,24.0,231.0,322.0,75.0
185,181,26.0,193.0,264.0,75.0
185,182,26.0,212.0,304.0,75.0
185,184,26.0,161.0,307.0,75.0
185,185,24.076923076923077,171.69230769230768,359.0,65.0
185,188,24.0,166.0,215.0,75.0
185,189,25.0,163.0,254.0,75.0
185,191,23.0,147.0,285.0,75.0
185,192,23.0,131.0,323.0,75.0
185,198,9.0,231.0,163.0,75.0
185,199,8.0,264.0,188.0,75.0
185,201,7.0,247.0,218.0,75.0
185,202,8.0,259.0,243.0,75.0
185,205,7.0,266.0,273.0,75.0
185,206,8.0,255.0,312.0,75.0
185,208,7.0,247.0,352.0,75.0
185,209,8.0,241.0,392.0,75.0
185,213,8.0,207.0,189.0,75.0
185,214,7.0,200.0,219.0,75.0
185,216,8.0,226.0,253.0,75.0
185,217,8.0,204.0,283.0,75.0
185,220,8.0,165.0,267.0,75.0
185,221,8.0,169.0,307.0,75.0
185,223,10.0,171.0,326.0,75.0
185,224,8.0,174.0,352.0,75.0
185,229,8.0,302.0,379.0,75.0
185,230,8.0,333.0,409.0,75.0
185,232,7.0,307.0,431.0,75.0
185,233,9.0,338.0,469.0,75.0
185,236,9.0,365.0,431.0,75.0
185,237,11.0,368.0,484.0,75.0
185,238,11.0,341.0,532.0,75.0
185,244,9.0,121.0,352.0,75.0
185,245,9.0,127.0,389.0,75.0
185,247,8.0,154.0,416.0,75.0
185,248,8.0,168.0,471.0,75.0
185,251,10.0,117.0,419.0,75.0
185,252,11.0,132.0,481.0,75.0
185,254,11.0,162.0,510.0,75.0
185,255,13.0,182.0,564.0,75.0
185,263,8.0,284.0,159.0,75.0
185,264,8.0,301.0,212.0,75.0
185,266,8.0,308.0,248.0,75.0
185,267,8.0,314.0,292.0,75.0
185,270,7.0,350.0,266.0,75.0
185,271,7.0,360.0,305.0,75.0
185,273,8.0,349.0,336.0,75.0
185,274,9.0,337.0,363.0,75.0
185,278,8.0,352.0,188.0,75.0
185,279,8.0,364.0,227.0,75.0
185,281,9.0,391.0,252.0,75.0
185,282,9.0,382.0,279.0,75.0
185,285,10.0,418.0,301.0,75.0
185,286,11.0,408.0,338.0,75.0
185,288,13.0,419.0,374.0,75.0
185,289,14.0,422.0,410.0,75.0
185,294,9.0,383.0,360.0,75.0
185,295,10.0,374.0,392.0,75.0
185,297,11.0,396.0,419.0,75.0
185,298,13.0,405.0,455.0,75.0
185,301,14.0,380.0,526.0,75.0
185,302,15.0,368.0,556.0,75.0
185,304,17.0,351.0,567.0,75.0
185,305,21.0,354.0,569.0,75.0
185,309,16.0,414.0,446.0,75.0
185,310,18.0,396.0,475.0,75.0
185,312,14.0,390.0,487.0,75.0
185,313,18.0,378.0,521.0,75.0
185,316,21.0,377.0,488.0,75.0
185,317,22.0,362.0,517.0,75.0
185,319,24.0,368.0,548.0,75.0
185,320,25.0,333.0,560.0,75.0
185,326,20.0,402.0,233.0,75.0
185,327,21.0,413.0,267.0,75.0
185,329,19.0,422.0,267.0,75.0
185,330,19.0,419.0,299.0,75.0
185,333,16.0,412.0,256.0,75.0
185,334,16.0,416.0,287.0,75.0
185,336,15.0,417.0,317.0,75.0
185,337,17.0,428.0,341.0,75.0
185,341,26.0,380.0,307.0,75.0
185,342,23.0,366.0,339.0,75.0
185,344,24.0,353.0,369.0,75.0
185,345,24.0,347.0,400.0,75.0
185,348,25.0,321.0,345.0,75.0
185,349,23.0,308.0,432.0,75.0
185,351,25.0,297.0,403.0,75.0
185,352,26.0,284.0,440.0,75.0
185,357,20.0,381.0,312.0,75.0
185,358,20.0,419.0,339.0,75.0
185,360,24.0,394.0,378.0,75.0
185,361,25.0,393.0,415.0,75.0
185,364,21.0,407.0,363.0,75.0
185,365,21.0,424.0,405.0,75.0
185,367,22.0,407.0,441.0,75.0
185,368,22.0,387.0,475.0,75.0
185,372,23.0,384.0,447.0,75.0
185,373,24.0,361.0,488.0,75.0
185,375,26.0,338.0,510.0,75.0
185,376,27.0,301.0,527.0,75.0
185,379,26.0,349.0,430.0,75.0
185,380,25.0,322.0,460.0,75.0
185,382,25.0,290.0,472.0,75.0
185,383,26.0,274.0,500.0,75.0
185,390,17.0,135.0,191.0,75.0
185,391,14.0,125.0,209.0,75.0
185,393,17.0,119.0,233.0,75.0
185,394,15.0,118.0,254.0,75.0
185,397,16.0,161.0,199.0,75.0
185,398,13.0,149.0,229.0,75.0
185,400,14.0,141.0,265.0,75.0
185,401,14.0,128.0,298.0,75.0
185,405,10.0,156.0,199.0,75.0
185,406,9.0,164.0,232.0,75.0
185,408,11.0,134.0,265.0,75.0
185,409,10.0,131.0,303.0,75.0
185,412,14.0,99.0,299.0,75.0
185,413,14.0,101.0,333.0,75.0
185,415,16.0,96.0,372.0,75.0
185,416,18.0,93.0,409.0,75.0
185,421,11.0,114.0,360.0,75.0
185,422,12.0,114.0,399.0,75.0
185,424,14.0,95.0,421.0,75.0
185,425,14.0,103.0,458.0,75.0
185,428,13.0,151.0,533.0,75.0
185,429,15.0,161.0,561.0,75.0
185,431,17.0,178.0,580.0,75.0
185,432,20.0,200.0,596.0,75.0
185,436,19.0,98.0,450.0,75.0
185,437,19.0,114.0,488.0,75.0
185,439,14.0,119.0,494.0,75.0
185,440,17.0,138.0,526.0,75.0
185,443,20.0,141.0,513.0,75.0
185,444,21.0,169.0,546.0,75.0
185,446,22.0,179.0,574.0,75.0
185,447,24.0,216.0,583.0,75.0
185,453,23.0,147.0,236.0,75.0
185,454,22.0,126.0,264.0,75.0
185,456,21.0,139.0,285.0,75.0
185,457,21.0,113.0,308.0,75.0
185,460,19.0,122.0,258.0,75.0
185,461,18.0,109.0,295.0,75.0
185,463,18.0,106.0,333.0,75.0
185,464,21.0,105.0,357.0,75.0
185,468,23.0,172.0,313.0,75.0
185,469,23.0,176.0,359.0,75.0
185,471,25.0,187.0,388.0,75.0
185,472,25.0,196.0,422.0,75.0
185,475,26.0,213.0,350.0,75.0
185,476,25.0,237.0,385.0,75.0
185,478,25.0,233.0,430.0,75.0
185,479,26.0,235.0,472.0,75.0
185,484,21.0,131.0,337.0,75.0
185,485,24.0,120.0,361.0,75.0
185,487,24.0,154.0,408.0,75.0
185,488,26.0,152.0,443.0,75.0
185,491,23.0,124.0,393.0,75.0
185,492,24.0,121.0,428.0,75.0
185,494,23.0,124.0,457.0,75.0
185,495,22.0,141.0,494.0,75.0
185,499,25.0,149.0,477.0,75.0
185,500,23.0,160.0,512.0,75.0
185,502,24.0,197.0,532.0,75.0
185,503,26.0,224.0,543.0,75.0
185,506,25.0,185.0,452.0,75.0
185,507,25.0,189.0,493.0,75.0
185,509,25.119402985074625,238.0597014925373,506.17910447761193,67.0
185,510,25.0,254.0,536.0,75.0
185,518,16.0,271.0,137.0,75.0
185,519,13.0,267.0,170.0,75.0
185,521,11.0,305.0,212.0,75.0
185,522,11.0,294.0,255.0,75.0
185,525,15.0,286.0,212.0,75.0
185,526,14.0,275.0,253.0,75.0
185,527,14.0,257.0,285.0,75.0
185,533,19.0,291.0,283.0,75.0
185,534,18.0,289.0,316.0,75.0
185,536,20.0,278.0,326.0,75.0
185,537,21.0,295.0,358.0,75.0
185,539,23.0,295.0,398.0,75.0
185,540,22.0,345.0,392.0,75.0
185,545,17.0,324.0,163.0,75.0
185,546,16.0,334.0,206.0,75.0
185,547,19.0,358.0,257.0,75.0
185,552,18.0,360.0,219.0,75.0
185,553,14.0,343.0,260.0,75.0
185,554,12.0,337.0,269.0,75.0
185,559,17.0,336.0,303.0,75.0
185,560,18.0,355.0,342.0,75.0
185,562,15.0,372.0,313.0,75.0
185,563,12.0,351.0,363.0,75.0
185,569,16.0,232.0,154.0,75.0
185,570,15.0,221.0,194.0,75.0
185,572,11.0,236.0,209.0,75.0
185,573,11.0,246.0,254.0,75.0
185,576,15.0,215.0,224.0,75.0
185,577,14.0,217.0,267.0,75.0
185,578,13.0,199.0,320.0,75.0
185,582,21.0,233.0,294.0,75.0
185,583,18.0,236.0,326.0,75.0
185,585,23.0,255.0,346.0,75.0
185,586,20.0,241.0,374.0,75.0
185,588,22.0,228.0,399.0,75.0
185,589,22.0,253.0,426.0,75.0
185,594,21.0,200.0,193.0,75.0
185,595,19.0,206.0,233.0,75.0
185,596,21.0,178.0,262.0,75.0
185,599,18.0,159.0,229.0,75.0
185,600,17.0,178.0,280.0,75.0
185,601,13.0,179.0,288.0,75.0
185,604,19.0,186.0,320.0,75.0
185,605,20.0,169.0,361.0,75.0
185,607,15.0,154.0,333.0,75.0
185,608,12.0,157.0,360.0,75.0
185,613,13.0,300.0,293.0,75.0
185,614,11.0,270.0,362.0,75.0
185,616,15.0,313.0,343.0,75.0
185,617,12.0,292.0,405.0,75.0
185,620,12.0,228.0,308.0,75.0
185,621,11.0,230.0,387.0,75.0
185,623,16.0,218.0,356.0,75.0
185,624,16.0,232.0,421.0,75.0
185,628,10.0,268.0,420.0,75.0
185,629,14.0,289.0,470.0,75.0
185,631,12.0,274.0,514.0,75.0
185,632,18.0,278.0,539.0,75.0
185,635,13.0,189.0,397.0,75.0
185,636,12.0,195.0,442.0,75.0
185,638,12.0,222.0,468.0,75.0
185,639,16.0,234.0,519.0,75.0
185,646,7.0,300.0,486.0,75.0
185,647,8.0,286.0,537.0,75.0
185,649,10.0,283.0,571.0,75.0
185,650,13.0,310.0,588.0,75.0
185,652,24.0,288.0,578.0,75.0
185,654,21.0,305.0,604.0,75.0
185,655,26.0,295.0,571.0,75.0
185,659,19.0,339.0,435.0,75.0
185,660,21.0,314.0,453.0,75.0
185,661,21.0,310.0,491.0,75.0
185,666,16.0,335.0,485.0,75.0
185,667,17.0,323.0,515.0,75.0
185,669,20.0,330.0,536.0,75.0
185,670,24.0,293.0,524.0,75.0
185,675,7.0,223.0,430.0,75.0
185,676,8.0,216.0,499.0,75.0
185,678,9.0,220.0,535.0,75.0
185,679,12.0,226.0,579.0,75.0
185,682,17.0,290.0,610.0,75.0
185,683,15.0,236.0,597.0,75.0
185,685,20.0,246.0,606.0,75.0
185,686,26.0,256.0,581.0,75.0
185,690,19.0,182.0,427.0,75.0
185,691,23.0,233.0,465.0,75.0
185,693,18.0,191.0,478.0,75.0
185,694,23.0,237.0,503.0,75.0
185,697,15.0,175.0,497.0,75.0
185,698,19.0,186.0,520.0,75.0
185,700,19.0,203.0,558.0,75.0
185,701,22.0,244.0,545.0,75.0
185,706,15.0,369.0,374.0,75.0
185,707,16.041666666666668,362.9583333333333,414.9166666666667,72.0
185,709,14.0,365.0,419.0,75.0
185,710,13.0,334.0,450.0,75.0
185,713,16.0,148.0,373.0,75.0
185,714,19.0,165.0,401.0,75.0
185,716,17.0,137.0,426.0,75.0
185,717,14.0,151.0,453.0,75.0
185,719,19.0,260.0,444.0,75.0
185,720,19.0,309.0,384.0,75.0
186,8,20.0,329.0,128.0,75.0
186,9,21.0,355.0,166.0,75.0
186,11,20.0,299.0,121.0,75.0
186,12,20.0,235.0,117.0,75.0
186,15,17.0,305.0,119.0,75.0
186,16,17.0,264.0,108.0,75.0
186,18,16.0,220.0,115.0,75.0
186,19,18.972602739726028,194.94520547945206,137.04109589041096,73.0
186,23,21.0,199.0,134.0,75.0
186,24,23.0,185.0,170.0,75.0
186,26,21.0,164.0,175.0,75.0
186,27,20.0,150.0,201.0,75.0
186,30,18.0,171.0,151.0,75.0
186,31,18.0,160.0,174.0,75.0
186,33,15.0,182.0,151.0,75.0
186,34,13.0,164.0,173.0,75.0
186,39,14.0,309.0,122.0,75.0
186,40,12.0,310.0,142.0,75.0
186,42,14.0,336.0,139.0,75.0
186,43,13.0,349.0,162.0,75.0
186,46,10.0,267.0,144.0,75.0
186,47,10.0,312.0,176.0,75.0
186,49,10.0,339.0,205.0,75.0
186,50,9.0,346.0,250.0,75.0
186,54,15.0,248.0,108.0,75.0
186,55,13.0,268.0,123.0,75.0
186,57,13.0,219.0,124.0,75.0
186,58,12.0,192.0,144.0,75.0
186,61,11.0,235.0,148.0,75.0
186,62,11.0,209.0,174.0,75.0
186,64,11.0,188.0,212.0,75.0
186,65,11.0,184.0,255.0,75.0
186,71,26.0,286.0,167.0,75.0
186,72,26.0,293.0,211.0,75.0
186,74,23.0,284.0,209.0,75.0
186,75,20.0,312.0,235.0,75.0
186,78,23.0,288.0,157.0,75.0
186,79,22.0,318.0,181.0,75.0
186,81,24.0,353.0,181.0,75.0
186,82,21.0,347.0,220.0,75.0
186,86,25.0,336.0,216.0,75.0
186,87,25.0,322.0,240.0,75.0
186,89,25.0,352.0,265.0,75.0
186,90,24.0,350.0,300.0,75.0
186,93,25.0,287.0,244.0,75.0
186,94,22.0,317.0,279.0,75.0
186,96,24.0,306.0,281.0,75.0
186,97,22.0,296.0,309.0,75.0
186,102,17.0,344.0,129.0,75.0
186,103,16.0,368.0,155.0,75.0
186,105,20.0,379.0,164.0,75.0
186,106,18.0,395.0,192.0,75.0
186,109,22.0,382.0,215.0,75.0
186,110,25.0,375.0,235.0,75.0
186,112,24.0,387.0,264.0,75.0
186,113,23.0,393.0,297.0,75.0
186,117,15.0,392.0,177.0,75.0
186,118,13.0,400.0,200.0,75.0
186,120,16.0,409.0,220.0,75.0
186,121,12.0,416.0,242.0,75.0
186,124,12.0,365.0,197.0,75.0
186,125,11.0,386.0,230.0,75.0
186,127,13.0,392.0,260.0,75.0
186,128,12.0,405.0,299.0,75.0
186,135,23.0,263.0,132.0,75.0
186,136,23.0,219.0,151.0,75.0
186,138,19.0,260.0,143.0,75.0
186,139,16.0,271.0,173.0,75.0
186,142,22.0,247.0,159.0,75.0
186,143,23.0,241.0,193.0,75.0
186,145,25.0,214.0,196.0,75.0
186,146,23.0,203.0,233.0,75.0
186,150,20.0,279.0,169.0,75.0
186,151,19.0,280.0,204.0,75.0
186,153,18.0,301.0,236.0,75.0
186,154,16.0,310.0,271.0,75.0
186,157,19.0,232.0,178.0,75.0
186,158,19.0,246.0,216.0,75.0
186,160,19.0,247.0,256.0,75.0
186,161,16.0,211.0,301.0,75.0
186,166,26.0,250.0,220.0,75.0
186,167,26.0,226.0,241.0,75.0
186,169,23.0,241.0,234.0,75.0
186,170,22.0,264.0,262.0,75.0
186,173,25.0,260.0,265.0,75.0
186,174,26.0,264.0,307.0,75.0
186,176,23.0,227.0,287.0,75.0
186,177,24.0,227.0,321.0,75.0
186,181,26.0,199.0,261.0,75.0
186,182,26.0,211.0,300.0,75.0
186,184,26.0,161.0,305.0,75.0
186,185,25.136363636363637,172.86363636363637,357.8636363636364,66.0
186,188,24.0,166.0,216.0,75.0
186,189,26.0,165.0,258.0,75.0
186,191,24.0,153.0,285.0,75.0
186,192,24.0,131.0,316.0,75.0
186,198,9.0,231.0,162.0,75.0
186,199,7.0,260.0,188.0,75.0
186,201,8.0,249.0,214.0,75.0
186,202,8.0,260.0,242.0,75.0
186,205,7.0,265.0,273.0,75.0
186,206,7.0,254.0,307.0,75.0
186,208,7.0,245.0,350.0,75.0
186,209,8.0,240.0,393.0,75.0
186,213,8.0,207.0,188.0,75.0
186,214,7.0,202.0,215.0,75.0
186,216,8.0,225.0,248.0,75.0
186,217,8.0,205.0,280.0,75.0
186,220,8.0,161.0,269.0,75.0
186,221,8.0,165.0,298.0,75.0
186,223,10.0,173.0,323.0,75.0
186,224,8.0,177.0,353.0,75.0
186,229,7.0,304.0,378.0,75.0
186,230,8.0,336.0,405.0,75.0
186,232,8.0,314.0,431.0,75.0
186,233,9.0,341.0,464.0,75.0
186,236,9.0,367.0,429.0,75.0
186,237,11.0,368.0,484.0,75.0
186,239,10.0,348.0,518.0,75.0
186,240,13.0,336.0,551.0,75.0
186,244,8.0,130.0,353.0,75.0
186,245,9.0,133.0,390.0,75.0
186,247,8.0,159.0,420.0,75.0
186,248,8.0,167.0,471.0,75.0
186,251,10.0,119.0,420.0,75.0
186,252,11.0,132.0,481.0,75.0
186,254,10.0,163.0,512.0,75.0
186,255,13.0,186.0,566.0,75.0
186,263,8.0,287.0,161.0,75.0
186,264,7.0,303.0,210.0,75.0
186,266,8.0,310.0,253.0,75.0
186,267,8.0,316.0,292.0,75.0
186,270,7.0,351.0,271.0,75.0
186,271,7.0,359.0,308.0,75.0
186,273,9.0,349.0,336.0,75.0
186,274,9.0,339.0,365.0,75.0
186,278,8.0,350.0,191.0,75.0
186,279,8.0,368.0,223.0,75.0
186,281,9.0,388.0,251.0,75.0
186,282,9.0,383.0,284.0,75.0
186,285,10.0,418.0,300.0,75.0
186,286,11.0,410.0,337.0,75.0
186,288,13.0,423.0,374.0,75.0
186,289,15.0,424.0,411.0,75.0
186,294,10.0,386.0,357.0,75.0
186,295,11.0,378.0,393.0,75.0
186,297,11.0,401.0,419.0,75.0
186,298,13.0,407.0,456.0,75.0
186,301,14.0,376.0,523.0,75.0
186,302,15.0,372.0,561.0,75.0
186,304,17.0,350.0,571.0,75.0
186,305,21.0,354.0,569.0,75.0
186,309,17.0,415.0,450.0,75.0
186,310,18.0,393.0,478.0,75.0
186,312,14.0,391.0,489.0,75.0
186,313,18.0,380.0,522.0,75.0
186,316,21.0,369.0,495.0,75.0
186,317,22.0,356.0,518.0,75.0
186,319,24.0,367.0,548.0,75.0
186,320,25.0,337.0,561.0,75.0
186,326,21.0,401.0,236.0,75.0
186,327,22.0,409.0,266.0,75.0
186,329,19.0,418.0,266.0,75.0
186,330,19.0,418.0,300.0,75.0
186,333,16.0,411.0,256.0,75.0
186,334,17.0,418.0,292.0,75.0
186,336,16.0,416.0,312.0,75.0
186,337,17.0,427.0,337.0,75.0
186,341,26.0,380.0,308.0,75.0
186,342,24.0,362.0,336.0,75.0
186,344,24.0,352.0,367.0,75.0
186,345,23.0,339.0,399.0,75.0
186,348,25.0,314.0,341.0,75.0
186,349,23.0,295.0,430.0,75.0
186,351,25.0,295.0,401.0,75.0
186,352,26.0,283.0,441.0,75.0
186,357,20.0,387.0,313.0,75.0
186,358,20.0,421.0,338.0,75.0
186,360,24.0,392.0,382.0,75.0
186,361,24.0,384.0,417.0,75.0
186,364,21.0,407.0,363.0,75.0
186,365,21.0,423.0,409.0,75.0
186,367,22.0,402.0,446.0,75.0
186,368,22.0,379.0,470.0,75.0
186,372,24.0,377.0,452.0,75.0
186,373,24.0,358.0,487.0,75.0
186,375,26.0,340.0,508.0,75.0
186,376,27.0,300.0,531.0,75.0
186,379,25.0,345.0,426.0,75.0
186,380,25.0,325.0,459.0,75.0
186,382,25.0,291.0,472.0,75.0
186,383,26.0,273.0,502.0,75.0
186,390,17.0,130.0,192.0,75.0
186,391,14.0,126.0,207.0,75.0
186,393,17.0,121.0,232.0,75.0
186,394,15.0,118.0,254.0,75.0
186,397,15.0,164.0,202.0,75.0
186,398,13.0,150.0,232.0,75.0
186,400,14.0,143.0,267.0,75.0
186,401,15.0,118.0,300.0,75.0
186,405,10.0,160.0,199.0,75.0
186,406,9.0,163.0,233.0,75.0
186,408,11.0,131.0,267.0,75.0
186,409,10.0,133.0,304.0,75.0
186,412,14.0,100.0,300.0,75.0
186,413,14.0,99.0,336.0,75.0
186,415,16.0,97.0,373.0,75.0
186,416,19.0,95.0,409.0,75.0
186,421,12.0,119.0,361.0,75.0
186,422,12.0,116.0,400.0,75.0
186,424,14.0,99.0,419.0,75.0
186,425,15.0,107.0,455.0,75.0
186,428,13.0,148.0,533.0,75.0
186,429,16.0,157.0,560.0,75.0
186,431,17.0,176.0,580.0,75.0
186,432,20.0,194.0,595.0,75.0
186,436,19.0,98.0,445.0,75.0
186,437,19.0,115.0,487.0,75.0
186,439,15.0,119.0,491.0,75.0
186,440,17.0,137.0,528.0,75.0
186,443,20.0,139.0,517.0,75.0
